,_id,date,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp,szz,bug
23,b194948ba50d941338edfde90b53618594f5f418,1389095317,1,1,1,0,36,0,2192,1,4,4.949421296,47,1439,33.75733695,49,1,1
24,0de00d336e9c071a476c71edaf6f207f2d316e7d,1389107157,1,2,3,1.199460293,16,0,10670,1,22,141.7419907,847,3,3,3,0,0
25,7a7f5fba4fb9ca143bacc8f985fa98b7d06f1f81,1389108077,1,2,3,1.584962501,6,3,10686,0,22,3.80974537,850,9541,21.5049133,1269,0,0
26,466143081ae1cae12c4b4dbb9bd90e6db3bfee55,1389108870,1,1,2,0.543564443,8,8,2052,0,13,116.0958218,256,10204,661.165422,1234,0,0
27,3a5401b27a838fcf33757f0b2ef8214fd68d66ea,1389110971,2,4,6,1.712405977,163,84,23059,1,25,37.96914738,711,146,18.84352385,69,1,1
28,e788af814a64e70ab3a9cd6cb10f201dff372018,1389112788,2,2,2,1,33,5,8281,1,13,7.572355324,149,3190,147.1308376,305,1,1
29,c945180bdb2eaecff5db76edf8cbad26f61754a5,1389112791,1,1,2,0.319337387,58,11,1392,1,2,7.79458912,72,3192,149.1305447,236,1,1
30,1e302d0e8b80cb29d9d8ffac754bc44f21cd1c12,1389112793,1,1,1,0,1,1,329,1,2,0.2021875,25,3193,150.1303032,236,1,1
31,7e61b3f01f8b2328acee556fdc4ddf75c1702dd3,1389112797,1,1,1,0,18,8,329,1,2,0.186944444,26,3194,151.1297739,236,1,1
32,f98c9e376d07d0e65cfd307c772db2eeb92af6b9,1389112800,2,2,3,1.068279654,73,42,5139,1,8,12.97334491,138,3197,154.1293423,305,1,1
33,04cb549b8e23ffc2e75d5b460930d5ea6de0b991,1389112803,1,1,1,0,6,0,1130,1,2,0.125601852,50,3198,155.1288065,236,0,0
34,4605f993bb123a9187b7d6cf100f3cd705b1424a,1389113486,1,1,2,0.986232535,57,1,15166,1,13,38.81397569,70,148,20.53337631,34,1,1
35,49d173b6a20e491492d309e521a8df899e49ca65,1389134766,1,1,3,1.13936128,41,22,895,1,2,8.045848765,79,3201,154.6567729,236,1,1
36,4cfc6a6f3c8cf1acafec495f5e1e04f63b5443f1,1389135887,1,1,1,0,19,0,448,1,1,1.009409722,15,3202,155.4717433,69,0,0
37,c0067adf726353a79469dd039dea503e3ad0eebb,1389141812,1,4,7,0.608686539,1043,1017,6784,0,11,209.6537748,250,10211,665.255743,1234,0,1
38,2ec414118a81e0e93bab3e6499d25f740d03ee80,1389142811,1,5,10,3.21147838,55,56,11611,0,18,62.21402662,906,248,24.7014671,84,0,1
39,a59341e09a7742f8510749d4a0add5234fce65b8,1389143393,1,1,1,0,4,10,153,0,2,140.2260532,17,9542,21.54408186,1269,0,0
40,7d8916eed4826bd115f3fa27d3a640b94282fab0,1389144197,2,3,6,1.243094771,229,5,4914,0,16,121.4783816,548,1174,15.8233912,337,0,1
41,370f83b973fbbc00f363cdc8f720ade6e989f9c5,1389144229,2,6,14,3.018530396,153,58,12926,0,23,487.5608697,1110,1188,29.82115697,337,0,0
42,509d5bda2c929ed3c48946c88c67db1bbb9f769e,1389144261,3,3,3,1.235929458,75,11,945,0,5,137.889456,66,1191,32.81374111,338,0,0
43,b05593f9b9cd625b7dd11d28fd546a616c542a93,1389144319,2,4,4,1.148998714,122,6,1590,0,13,163.6074566,144,1195,36.79830131,337,0,0
44,a9ae8c598f8c4b85eefbb591d89fda7f61dd6a8b,1389144340,2,3,7,1.382123507,484,16,5271,0,14,134.8971809,378,1202,43.79174414,337,0,1
45,590334542e4c78e50cff7b83f8705001b34cdd91,1389144358,1,1,2,0.68193532,23,71,437,0,4,168.1443634,31,1204,45.78466822,93,0,0
46,ee8d7c2a568567f0d96e9eb7026b556b19436deb,1389144412,1,1,1,0,2,1,479,0,4,77.38363426,41,10212,665.8688021,38,0,0
47,08257209b5a3d6167b9d172546afbbc1e704bdd9,1389145161,1,1,1,0,22,13,67,0,4,1876.251678,15,10213,666.751926,1234,0,0
48,82bfd0c13d2ed9290672c4cc557ba8cc59ee9edf,1389145194,2,6,13,2.550614603,444,258,7116,0,13,137.2088871,504,10226,679.7464299,1415,0,0
49,d07006a29844b41ad32b2885201f8736e9f67e9f,1389145251,1,1,1,0,24,19,617,0,2,285.3368634,8,10227,680.7283735,13,0,0
50,58ff23c7cc283354cf84357ee5eccb8f72ff32a0,1389145274,1,1,1,0,4,3,583,0,8,253.8169097,42,10228,681.7208274,1234,0,0
51,7f42c25ffb2b4df091663a22cf8b9f955c6b6c96,1389145297,1,1,1,0,1,1,445,0,3,71.21665509,15,451,149.084016,90,0,0
52,56b4ce1c652b08350579f879436fada92cd0150b,1389145331,1,1,1,0,10,4,1608,0,4,77.39427083,67,10229,682.7014821,38,0,0
53,d67c3b8e632b25ce2f5e34a509efefa39b6add2b,1389145355,1,1,1,0,1,1,918,0,8,71.21732639,70,10230,683.6930658,1234,0,0
54,2c9ca4af99fa0a2df7c22a84b0a7058d4abd6254,1389145377,1,1,2,0.976020648,19,3,724,0,4,122.9364988,68,10232,685.6851,38,0,0
55,b4e66ce29ae5313c0c3726af022e28658efd6351,1389145398,2,4,5,1.727913442,138,84,2274,0,10,62.23722917,157,10237,690.6770136,1415,0,1
56,c4b4d3e8bf817967942544f964f94a79df959ec8,1389145421,1,1,1,0,4,3,1968,0,9,0.030208333,149,10238,691.6668305,1234,0,0
57,87554617f942ca47e035130a008cf550b7da66e4,1389145448,1,1,1,0,12,2,226,0,3,277.318044,20,10239,692.6545702,38,0,0
58,0175fa34b24a9c4cd79789989a5c60c05f912536,1389145469,1,1,2,0.543564443,8,8,2052,0,13,116.5194213,258,10241,694.6447964,1234,0,0
59,f6e68f34057b6c96fc588c5f987095b78c18456e,1389179655,1,1,2,1,2,2,7937,0,18,0.829027778,664,10243,684.3607155,1234,0,0
60,47444392be5271f008c91557e3229f8db5b53850,1389199009,1,1,1,0,7,1,744,0,10,259.0744097,128,10244,680.5106265,1234,0,0
61,766b1ea44209ad7f5a49ae7e0f0c743400d665ba,1389241499,1,1,2,0.918295834,7,2,187,1,8,93.78149884,66,9,2.080181214,2,0,0
62,653892de0ce6d92080f2ac329ebf5ae3bc092866,1389244413,1,1,1,0,9,11,2656,1,9,427.985625,47,1891,119.9816833,53,0,0
63,0b4015c8644efd2a050b7c0d7e9e608d1ea6203c,1389252436,2,2,2,0.793269834,112,1,1744,1,1,25.39587384,13,1441,33.87199675,85,1,1
64,f7c2ed5ecce3841921f761b0b104d350042f786e,1389253068,1,1,1,0,35,0,2228,1,4,1.825821759,48,1442,34.85333371,49,1,1
65,132971f23d5ad724e7abdb8444fe685456f8fc05,1389266232,2,2,4,1.545893906,23,14,21645,1,31,12.03761863,929,10248,673.917355,137,1,1
66,243454d9ddff3b98b1fa12e536cfddbd176702ef,1389268644,2,2,2,0.74441318,51,1,1141,1,13,2.041244213,128,3204,146.0299975,305,1,1
67,9d104d945debc84d285485abce2b81da74ac98c5,1389269961,1,1,1,0,44,1,506,1,1,0.017800926,17,3205,146.9411163,69,1,1
68,c1cf01c530411de2efbd387e25a51a976ee057a9,1389274111,2,2,3,0.471168256,150,4,1860,1,8,11.21444444,146,3213,154.4665124,305,1,1
69,f000b81f70edf0fb40319f8edb7c5d0c8cfe94b6,1389289448,2,2,3,1.391329195,48,15,2092,1,8,0.148179012,150,3218,157.0989205,305,1,0
70,57e4d4c87d35c6ae3978a396ec1884b0ad8efb22,1389293956,2,2,2,0.73676801,49,4,1216,1,2,0.09693287,63,3220,158.3137855,305,1,1
71,05aa5a07a73474c6365c7453e3c9b4bc9d0ec41a,1389312328,1,1,1,0,7,1,750,0,10,125.7546644,129,10249,669.3558676,1234,0,0
72,2e2067338ca7e2fe6ceb1b394311ec94bde558a8,1389343528,2,2,2,0.574067138,202,11,1141,0,3,48.52207755,36,453,149.840589,116,0,0
73,7f378af0a17f46d1c681c3ad7199b1f953b4711d,1389343863,2,2,2,0.675863572,72,1,1332,0,3,0.003877315,38,455,151.8319246,116,0,0
74,54860f6e13f11607c34936cf39ab4495e5223bfd,1389344041,2,2,2,0.51594693,50,2,1096,0,8,23.53909722,81,457,153.8232338,117,0,0
75,d635fd9932271d9e858c61add31970c920631bc7,1389344822,2,2,2,0.599314237,47,1,751,0,7,65.37345486,31,459,155.7675834,117,0,0
76,dd9f63b221030dc86fd0b763a3ab29d37aa6c279,1389346661,1,1,2,0.970950594,5,5,14,0,2,2463.71735,5,9544,21.23783235,11,0,0
77,92677c4708be2965160513fa6e08799ab74e6f43,1389346710,1,1,1,0,4,0,44,0,7,2509.734954,13,9545,22.236485,12,0,0
78,5c6060c7812580c84470c8e2d2ab21ef8c5cacd9,1389354101,1,1,1,0,1,0,187,0,6,77.09290509,60,10250,666.6767228,181,0,0
79,ef7831cdede3578bb58342d739ecf81ee6bc31ac,1389354117,2,2,2,0.284773393,250,12,1809,0,11,736.8187905,77,10252,668.6753628,1415,0,1
80,a1b598fda81b9496cac8c5c5b3cbee84f3c738f1,1389355860,2,2,2,0.693127415,86,0,2047,0,11,0.021446759,79,10254,670.4889252,1415,0,0
81,a02dc2635b15c289c546ca96a49f66d7180ade17,1389390304,2,2,3,0.49591252,81,44,3213,1,15,17.84405864,214,3223,150.9156476,305,1,1
82,0376a8916bf0d47726d1ecccdbf4f7791bd5714e,1389480013,2,2,2,1,24,6,2274,1,12,9.698541667,162,3236,157.7773524,305,1,1
83,2c7a59198ef0accc78a3ea8fb276fbfe877a83c2,1389511570,1,1,1,0,1,2,11351,1,9,4.607453704,17,149,8.011557504,34,0,0
84,45ebc844082bfed2acc4b8a65a63db4a1c683431,1389591005,1,1,1,0,0,14,2143,0,2,20.46540509,21,1443,31.9498784,49,0,0
85,718192aaf9b0c9c98eabd9c303872394bcd107d2,1389597544,2,3,5,1.177680397,172,12,11890,1,29,15.9415,508,1448,36.847372,277,1,1
86,fc891492b1347de81b16f3ba0bb41e7b2438571f,1389614895,2,2,2,0.925685987,40,4,1403,0,3,3.136944444,40,461,150.5301518,117,0,0
87,b4ab954cec12e7bc70d14dd4ef62af5fd75c7e2e,1389625436,1,1,1,0,30,1,1602,1,5,517.6037269,21,150,7.606204641,35,0,0
88,beb4418e576c83aa82c3058ae4c9df09f43ba2e2,1389631880,1,1,1,0,8,10,1464,0,6,244.3874769,60,9546,18.69032537,1269,0,0
89,f39f5ec882dc43ec2cc9b847a4ac8fd1d905874c,1389673167,2,4,7,1.955932467,46,1,29655,1,32,12.68586806,1480,1455,40.75171859,277,1,1
90,a17a9082800c426c4984b5ef76877aab1c8e09e6,1389676171,1,1,1,0,28,1,6341,1,5,0.034768519,27,1456,41.44619339,49,0,0
91,ccdeb7edec315081e5efa0eeade609a052255010,1389687718,2,3,3,0.816689088,57,3,2786,0,11,3.177854938,140,464,152.1642897,117,0,0
92,efd527bb42c9215375b4d1cf91326767eee94a32,1389687737,2,2,2,0.619382195,77,1,13005,1,24,0.704837963,438,1458,42.30118634,277,1,1
93,041f5c7c1b5d406b904fd03b60472d45690a364f,1389688168,1,1,1,0,35,0,2238,1,9,55.70481481,44,1459,43.25307065,49,0,0
94,0574a8adbdf81e334e9d9100de29641afab2bba5,1389691268,2,2,2,0.446481347,29,14,3585,1,13,227.7892766,101,1461,44.88334016,278,0,0
95,321f8848399b76a0f0b4d53f96fabbf5633243c3,1389696560,1,1,1,0,3,3,985,0,6,322.8771644,39,9547,19.00092525,1269,0,0
96,bb2219f73a65d80105bc92727133ff8011c4e284,1389707769,2,2,2,0.886540893,43,3,5561,1,2,36.76443287,52,3238,144.3782167,305,0,0
97,7186c730d487753734b0547672e890b50fededb4,1389710542,2,2,2,0.852405179,32,4,2970,1,10,0.882210648,131,1463,44.6170864,278,1,1
98,8d013d0ca7c4fc79f13db91bc3b79b477793c2d0,1389712776,2,2,2,0.49291578,60,5,2123,0,6,1273.520353,57,466,153.2167941,98,0,0
99,92234db13858bde022f231d8defd53801b53f004,1389714955,1,1,1,0,2,2,2899,1,13,518.6398264,197,151,7.479252877,35,0,0
100,dd2eaa7b62bc9af88522aa48afde38f148f9c7c1,1389715093,1,1,1,0,30,1,1602,1,5,518.6414236,22,152,8.476469829,35,0,0
101,436367365713ad3df014c33362f93b33d2ac5c62,1389758899,2,2,3,1.346217268,51,2,11608,1,16,1.149332562,255,1466,43.38658863,278,1,1
102,af50629fd117199683e2d83ee29d71b9e37b4f1d,1389767814,1,1,1,0,3,3,985,0,6,323.7018634,40,9548,19.14244255,1269,0,0
103,cc95db68297f07027a83fc8b08b9b05722eceebc,1389768049,2,3,3,0.60965722,74,3,9914,1,23,30.3499537,255,1469,45.55239712,278,1,1
104,58545256b19d6ccce458cb08a759eadafac6f6df,1389773316,2,2,2,0.978869851,36,5,7185,1,21,0.988003472,370,1471,46.94706834,278,1,1
105,4d9bc6d4c03b3a1934e224a4a280d3f3b895f780,1389778436,1,1,1,0,2,2,159,0,10,376.7753125,46,10255,654.9575993,1234,0,0
106,d29a9c1fafdd3d9e725dba91802a22200386d96b,1389778536,1,1,1,0,9,8,985,0,6,0.948796296,41,10256,655.9550041,1234,0,0
107,f6bc300e5f2f7ecb122903420e751661db16d838,1389778590,1,1,1,0,1,1,159,0,10,0.001782407,47,9549,19.94911003,1269,0,0
108,df62d7fa73ccb20482e9bd86cf5911ac89dcf3ff,1389778856,1,1,1,0,30,30,986,0,6,0.003703704,42,9550,20.94166862,1269,0,0
109,50af95d12d9eb2fd7346dce63f538c31e5780660,1389779161,1,2,2,0.945660305,11,11,9082,0,18,165.3859606,418,10258,657.9316714,1234,0,0
110,d3c093a23646427464a050107c049b8c3f9ac275,1389782870,1,2,2,0.918295834,9,9,9082,0,18,0.042928241,420,9552,22.78919911,1269,0,1
111,a31c93b5766a8dd2394653e84911d8b97129bcfe,1389832739,2,2,2,0.863120569,27,1,1110,1,10,17.70588542,66,3247,145.5251354,305,1,1
112,158cbddb61b4315e5541b80e86add0396aa47503,1389835338,2,4,5,1.480736512,22,17,3713,0,11,1778.782313,181,253,20.68267962,102,0,0
113,48cde6dd10c45c5a811ad31d25356745414633f3,1389835971,2,2,2,0.353359335,29,1,1768,1,2,0.697864583,55,3249,147.3238875,305,1,1
114,a7499577a79eae0daed3f86f5e041d46f701bba4,1389840413,2,3,4,1.776748849,33,0,4135,0,12,102.4661632,219,29,4.278911825,16,0,0
115,26014289b11b5c95431963d1d38d625fccddb053,1389841391,2,2,2,0.970950594,7,3,1501,0,11,95.03620949,99,255,22.34575183,103,0,0
116,d8f1f284f6441905e7bc6bf6eb6a9443c997d8fe,1389848260,1,1,1,0,27,0,2295,0,9,0.867407407,46,1472,41.7183539,49,1,1
117,a20c7987b715f8a0fad829453c4bde4984a825aa,1389882251,2,3,7,2.306492828,60,15,6288,1,17,3.669747024,412,3256,151.3783848,305,1,1
118,28ac5b5368dcd64802ba668460817e2bb2a5db8e,1389882725,2,19,26,4.761276548,132,123,24091,0,8,1978.954552,417,52,52,52,0,0
119,18214de46fa9202fa142bc8c10e22754e8ddc00c,1389900751,2,2,3,1.273539985,45,2,2510,1,9,11.1610571,133,3259,152.2997799,305,1,1
120,7035d47c29edc6e9b48a4a8f54020091a78675fc,1389942562,2,3,4,1.578389825,16,4,5492,0,15,338.9561227,371,470,152.180418,136,0,0
121,60bc1be1265063d987c22be0adb91d86f49ae01f,1389944531,1,1,1,0,19,17,2868,0,13,247.9585417,131,9553,20.00396567,20,1,1
122,a19e5612a97c00c41d991b7d28c08961f0357225,1390042797,2,2,3,0.974351241,92,7,2563,1,2,1.750667438,130,3262,146.0216955,305,1,1
123,730ec55536b5ef142bbace222c0f6429c2cdd532,1390064913,2,2,2,0.558629373,67,2,4531,1,15,26.14333912,221,3264,146.6692826,284,0,0
124,a0e794820a3e45ac013c44e55b82e935802d5378,1390071919,1,1,1,0,17,0,1056,1,1,0.78462963,30,3265,147.1565674,69,0,0
125,605f0ee93693a2c3a651d9c4f6ced8379d7a4fcc,1390204767,2,2,2,0.082143051,257,37,1482,1,16,188.3757928,57,154,6.775808021,71,1,1
126,fb7ed53ebd9f908e564426da88c1b0723f545c3f,1390207725,2,2,3,0.704169376,151,116,6232,1,11,4.34408179,156,1475,36.21048842,278,1,1
127,ed45f69d40b17b59915e726fa4a306f40a296886,1390223961,1,1,1,0,34,4,72,1,3,1727.834329,8,1476,36.57615944,50,0,0
128,7b8b5171c862e2fd7e3a610686386f5127430137,1390259114,2,3,8,2.119640528,536,41,26462,1,23,206.6741493,592,64,8.08964038,30,0,0
129,3168f520c145ac4dd47d54a812acd1c888ed8ea9,1390262735,2,2,2,0.666578358,15,8,813,1,10,14.34441551,102,3273,144.6377195,307,1,1
130,b35499486262e5febb83adeac799f868fc52c63c,1390267595,1,1,1,0,32,32,5489,0,5,329.4863657,32,10259,650.5606706,181,0,0
131,f200f8d976d56839e6f0d721d690d85cc3afbb03,1390286123,2,2,3,0.388593045,112,1,1910,1,10,0.684351852,136,1479,37.65102176,280,1,1
132,0b27e1fc307c28641d0d95f2d81ae5062cecb103,1390296108,2,2,3,0.447627766,286,103,60695,1,25,5.097542438,1000,1482,40.13216899,280,1,1
133,d1523ebe4ccb43f48305ff7e663a67eabfc0dae0,1390310852,2,2,2,0.918295834,3,3,3322,1,19,42.46097222,148,1484,41.05915066,280,0,0
134,5c5347095e5e417b0b3492ecdea9c7a06321775c,1390331873,1,1,1,0,4,4,6788,0,17,6.354201389,373,10260,650.2920302,1234,0,0
135,a0fd6dae6dbb696f05ef352cad9852f287a5aeec,1390336160,1,1,1,0,38,0,1090,1,2,0.579131944,33,3274,142.4415278,70,1,1
136,8e450c528250a8d607aa5dc2fb3b5dddfe8b9870,1390336164,1,1,1,0,13,2,3309,1,7,7.147592593,65,3289,157.4410287,70,0,0
137,f3bf0a6157ba4784778ad578195af957a80f8dd7,1390337412,1,1,1,0,0,19,1198,0,2,0.593622685,35,3290,158.1731913,70,0,0
138,db0fd4423a588f07f24ce56f2e10d2eaad6bcc5a,1390354522,2,2,2,0.304586689,183,1,1834,1,8,37.60201968,84,257,18.15851747,93,0,0
139,d15e79b3439bbaf42d22da90dbcfabf7ceac0248,1390368108,2,2,2,0.40217919,24,1,1455,1,13,15.20427662,136,1486,39.6797773,280,1,1
140,c660a0e6a2551567fa3f92ffe31ef9b52fdec6cc,1390372633,2,3,3,1.468484311,64,10,1473,1,7,1895.675116,63,5,5,3,0,0
141,93b912e3753e060958c1b01615e164e0662ca645,1390379877,2,2,2,0.591672779,32,3,3322,1,18,32.19431713,173,1488,40.98837266,280,0,0
142,657485f27d724065e9659cb92f4883ba8ce60ed0,1390457215,2,2,2,0.240473407,99,2,9537,1,14,6.517326389,175,1490,39.1840136,280,1,1
143,768144d4a3d41ee7bf9dfd2621b7a9e45eb26f3e,1390457395,3,3,3,0.207802774,61,114,972,1,20,295.986223,133,9384,12.90083622,1030,1,1
144,ff9fa2ee656b3196b582c73cfa62224c7c63e2e5,1390465105,1,1,1,0,0,1,1853,1,12,15.3043287,177,471,147.7524024,90,0,0
145,68f185fc63132d7b106a1c7ca52ed6d004b96329,1390467446,2,2,3,0.944456706,48,4,6208,1,19,65.38034336,204,1894,121.1459483,375,1,1
146,4a85a8ee613913420acf3dde5af380e91d3bad2c,1390469089,2,3,5,2.0200831,29,28,12450,1,29,6.314844907,524,1495,43.57475862,280,1,1
147,6c76d390a016d2bc042688766f03adca637f8318,1390472954,1,1,1,0,11,2,226,1,6,139.0735995,20,1895,121.9625394,9,1,1
148,31f4dc4ab7042001faf1b926e23f2072592d292b,1390482412,1,1,1,0,7,1,633,1,9,414.6524884,35,79,3.647261111,4,1,1
149,5f8bc31fdd9227264ffdb0d653c171e78b54416c,1390499737,2,2,4,1.804895651,29,17,3379,1,12,3.32458044,261,3311,161.7836933,307,1,1
150,c4203edb27100ace82d961d9cf1385c837279276,1390506291,2,2,5,1.990319552,45,8,4493,1,15,29.11445139,281,3316,165.3368496,307,1,1
151,1394edf1116ec1563c76f21ce03154bae6bb9472,1390512279,2,2,2,0.458685816,62,0,3741,1,19,5.427743056,242,3318,165.8223664,307,1,1
152,328fb2ac2aedb028037d1ad93f05fcf58a4a2705,1390538122,4,4,3,1.956644564,42,4,3368,1,7,348.0468229,62,1899,124.3202273,59,1,1
153,c65347571547f67c860a6ef249183861500993de,1390542779,2,2,2,0.266764988,43,1,3511,1,12,982.5526852,72,1497,40.79658228,89,1,1
154,f765a5584f47968c2fa744e363e02e8add2109f1,1390568452,1,1,1,0,1,1,639,1,10,0.995833333,36,10261,648.535831,3,0,0
155,c37ad47cfe3a592e86ce37a47b02bf6402d7f1de,1390571805,2,2,2,0.751450638,126,18,4038,1,12,209.0657581,154,1499,41.22838262,282,1,1
156,2fab5320e2730641a86f78cb0f3b5254f0c40aa5,1390575110,1,1,1,0,13,3,487,0,4,37.95607639,43,10262,649.4207919,38,0,0
157,86a1b5b198226ed2fe9370235bcf14d88172af27,1390605795,1,1,1,0,18,0,3362,1,8,0.729895833,67,1500,40.33725141,53,0,0
158,9ea0d26717077cc31f78561d1f110949d5e1c944,1390608246,2,2,2,0.439496987,17,5,8321,1,21,0.732465278,397,3320,153.7008826,307,1,1
159,31225f931c10340b8616c3f4ecc6725f368df84c,1390610712,2,2,4,1.161801693,38,49,14722,1,16,22.73259259,293,3324,157.4373973,307,1,1
160,90ba59d6dcd4eb9dd129b1984419e22534ab971b,1390660288,1,1,1,0,27,0,3406,1,8,0.017118056,71,3329,156.7541473,71,0,0
161,4ccb1aecc41fbe7a3a6c99e67b5a284a32eff23b,1390662025,2,3,3,0.788871118,44,0,10933,1,24,3.315856481,355,3332,159.5093909,308,1,1
162,b25ae5a7f576e7bd1b9d0730e14ef7742dcae3eb,1390682856,2,2,3,1.176928079,32,4,2799,1,2,14.74519676,112,3335,159.3875777,308,1,1
163,dca0c800b618e06354348679c785dbf10c5f5a8f,1390689795,2,2,2,1,2,2,2221,1,2,4.725706019,73,3337,160.3009161,308,1,1
164,2b49f89ec08ec07d960829d0eb3050d846fdb2ac,1390712030,2,4,7,0.92322667,297,3,23026,1,31,11.7848545,1694,1507,43.53681787,282,1,1
165,a9a745d3dc8adaa654d6924765178874380c9a20,1390741283,2,2,2,0.362051252,56,2,3146,1,10,2.973032407,139,1509,43.128006,282,0,0
166,1438111baa39ba1a30117b19ff4ad6ece4a69fe1,1390744561,1,1,1,0,95,27,2483,1,4,0.039456019,57,32,1.28539061,4,1,1
167,a40625e8b71686fab9f6c8b263e48ade1ab498db,1390767122,2,2,2,0.656540281,55,4,2576,1,2,0.881822917,105,3342,155.2089966,308,1,1
168,aca97f42c5de1e3e228cad928862ed83546d0db0,1390783906,1,1,1,0,47,0,3687,0,8,0.831898148,73,1510,41.27952416,53,1,0
169,dba39c1d5c61bbe26665fc6f71117b5055d2912c,1390785230,1,1,1,0,23,0,3428,1,12,223.7871296,69,1511,42.19720174,54,1,0
170,69c496e755cc6913b44756320f466e0fd51afc57,1390804740,2,2,3,0.887245837,75,8,2207,1,13,5.331388889,234,1514,43.93875109,283,1,1
171,039347d7e4ee8e1deb95513f2bd485f15185146e,1390808935,2,2,2,0.555543765,105,11,8745,1,21,0.705636574,406,1516,45.56624142,283,0,1
172,252534b1e3dad1831e3abff323be8258609f736d,1390809456,4,4,3,1.244064943,99,0,3406,1,7,3.140439815,66,1903,123.7088831,59,1,1
173,e2f59df4da4b0717730e8b0f95dd08cfbb696924,1390828182,2,2,3,1.47369671,58,18,12290,1,21,0.314220679,478,1519,46.75271477,283,1,1
174,67477b0856fe5c7ef8dbf44885f837fd7ffcb0c3,1390859048,1,1,6,2.201556042,102,52,3490,0,20,123.6035069,229,10268,652.5609801,124,1,1
175,641f1c4bb35d7a1ed42a954deff417eac24d11cb,1390860650,1,1,2,0.779349837,8,5,1361,0,14,0.018541667,89,10270,654.4436162,124,0,0
176,9d0b066a74edfa3b4191abc4bbd06d9fa4745319,1390866665,1,1,1,0,13,3,487,0,4,41.33055556,44,10271,654.9062706,38,0,0
